ID,FEMALE,MALE,ETHBLACK,ETHHISP,ETHWHITE,AGE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCDO,SINGLE,MARRIED,DIVORCED,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,ASVAB01,ASVAB02,ASVAB03,ASVAB04,ASVAB05,ASVAB06,ASVABC,HEIGHT,WEIGHT85,WEIGHT02,SM,SF,SIBLINGS,LIBRARY,POV78,EXP,EARNINGS,HOURS,TENURE,COLLBARG,CATGOV,CATPRI,CATSE,URBAN,REGNE,REGNC,REGW,REGS
5274,0,1,0,0,1,42,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,58,43,56,50,37,44,48.90459,72,185,180,12,10,5,1,0,20.63461,14.42,40,9.384615,0,0,1,0,0,0,1,0,0
4430,0,1,0,0,1,39,15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,54,61,57,56,58,47,60.62724,76,225,260,9,11,4,1,0,14.36539,22.11,40,3.134615,0,0,1,0,0,0,0,1,0
3815,0,1,0,0,1,38,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,54,65,57,56,51,44,62.80819,73,170,195,12,18,3,1,0,13.92308,51.92,40,3.653846,0,0,1,0,1,1,0,0,0
3760,0,1,0,0,1,38,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52,53,47,53,46,45,52.72127,71,175,187,12,12,2,1,0,18.53846,28.84,40,7.923077,0,0,1,0,0,0,1,0,0
4771,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,49,47,47,62,58,48.90459,70,270,275,12,12,2,0,0,22.25,29.68,56,2.269231,1,0,1,0,0,0,1,0,0
4788,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,46,54,41,56,62,56,52.44865,69,175,210,12,12,4,1,0,22.09615,17.3,50,8.442307,1,0,1,0,0,0,1,0,0
3232,0,1,0,0,1,45,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,54,62,55,47,54,57,58.17366,67,185,220,12,8,4,0,0,21.03846,12.5,40,1.038462,0,1,0,0,0,1,0,0,0
520,0,1,1,0,0,44,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40,40,46,41,44,50,42.0891,71,185,225,12,8,7,1,0,20.28846,17.62,60,0.6923077,0,0,1,0,1,0,1,0,0
707,0,1,0,0,1,40,14,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,50,40,55,41,41,48,44.54268,74,230,240,11,10,0,1,0,19.42308,31.25,40,0.2115385,0,0,1,0,2,0,1,0,0
4205,0,1,1,0,0,41,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,34,32,22,26,33,39,27.09503,67,120,150,12,13,4,1,0,18.57692,9.15,40,3.423077,0,0,1,0,1,0,0,0,1
1565,0,1,0,0,1,38,18,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,68,62,59,56,41,59,61.71771,74,195,215,13,14,2,1,0,13.98077,48.07,40,1.057692,0,0,1,0,1,0,0,1,0
2767,0,1,0,0,1,38,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,46,32,33,44,37,41,35.001,63,110,140,9,10,2,0,1,15.23077,15.38,40,11.09615,0,1,0,0,0,0,0,0,1
489,0,1,0,0,1,41,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,65,54,44,55,57,58.7189,73,175,190,12,18,3,0,0,19.55769,34.18,45,4.961538,0,0,1,0,1,0,1,0,0
2702,0,1,0,1,0,44,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,59,55,59,56,57,59.80938,68,156,172,5,0,8,1,0,21.15385,18.98,43,1.692308,0,0,1,0,1,0,0,0,1
1602,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,42,46,48,50,54,54,48.35935,72,165,220,12,12,2,0,0,20.15385,14.9,40,4.019231,0,0,1,0,1,0,0,1,0
1958,0,1,0,0,1,42,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,64,54,60,59,52,39,58.44628,75,180,185,13,13,5,0,0,17.98077,15.11,40,4.846154,0,0,1,0,1,0,0,1,0
3582,0,1,0,0,1,40,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66,58,57,56,62,67,58.99152,70,140,185,12,14,1,1,0,14.67308,28.84,60,2.634615,0,0,1,0,1,0,1,0,0
3595,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,50,57,43,47,62,57,52.17603,75,210,230,12,13,8,1,0,17.34615,24,46,23.55769,0,0,1,0,0,0,1,0,0
1721,0,1,0,1,0,43,12,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,36,39,31,32,61,40,35.001,65,145,175,2,2,10,0,0,23.23077,75.58,40,23.57692,0,0,1,0,1,0,0,1,0
1481,0,1,1,0,0,44,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,56,59,51,44,51,54,54.6296,73,184,225,12,8,3,0,0,19.96154,23.58,53,5.192307,0,1,0,0,1,0,0,0,1
443,0,1,0,0,1,40,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68,66,60,59,51,44,64.98915,69,145,160,16,14,1,0,0,16.32692,17.49,42,16.32692,0,0,1,0,0,1,0,0,0
3612,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,42,52,44,40,46,45.63316,71,160,210,12,12,4,1,0,14.65385,13.25,40,3.5,1,0,1,0,1,0,1,0,0
277,0,1,0,0,1,42,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,56,42,47,47,52,59,45.08792,70,135,178,16,13,2,1,,21.42308,10,35,14.01923,0,0,1,0,1,1,0,0,0
3852,0,1,0,0,1,37,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,54,39,57,53,49,53,47.81411,73,200,200,12,12,2,1,0,19.32692,17,35,21.73077,1,0,0,0,1,0,1,0,0
4669,0,1,0,0,1,38,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,36,40,35,47,46,38,40.72601,73,160,190,12,16,2,1,0,15.28846,18.5,40,10.57692,0,0,1,0,1,1,0,0,0
2741,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,57,54,50,54,52,55.9927,71,200,240,11,4,2,0,0,22.76923,11.3,40,22.98077,0,0,1,0,0,0,0,0,1
3181,0,1,0,0,1,44,19,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66,66,61,59,58,54,65.26176,74,190,210,16,16,1,1,,18.80769,94.23,50,10.73077,1,0,1,0,1,0,0,0,1
2051,0,1,0,0,1,38,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,36,38,37,29,42,42,35.27361,66,150,150,12,7,3,1,1,18.69231,7,40,1.692308,0,0,1,0,1,0,0,0,1
4032,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58,57,60,59,51,50,60.082,73,165,190,12,12,2,1,0,22.25,11,40,6.096154,0,0,1,0,2,0,0,0,1
5410,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,47,60,59,62,65,54.6296,72,155,190,16,8,0,1,0,14.23077,23.07,40,7.692307,1,1,0,0,0,1,0,0,0
5418,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60,58,44,41,57,44,51.35817,73,190,215,15,14,5,1,1,19.67308,21,40,14.53846,0,0,1,0,1,0,1,0,0
5711,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,58,42,52,53,49,44,48.08673,60,165,235,12,12,3,1,1,19.80769,18,40,19.42308,0,0,1,0,0,0,0,1,0
4172,0,1,0,0,1,39,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,68,64,57,56,62,39,62.26295,71,155,160,15,16,1,1,0,9.942307,17.52,45,3.826923,0,0,1,0,0,0,0,0,1
5020,0,1,0,0,1,44,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,68,66,61,56,60,63,64.44391,71,165,180,19,20,2,1,0,15.01923,33.65,40,6.538462,0,0,1,0,1,0,0,1,0
2091,0,1,0,0,1,39,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,40,34,31,23,39,45,29.82122,73,135,145,11,5,10,1,1,14.07692,9,32,6.346154,1,1,0,0,1,0,1,0,0
12068,0,1,0,1,0,39,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,64,55,60,59,48,45,58.99152,68,185,230,20,20,2,1,0,17.69231,18.6,40,16.03846,1,1,0,0,1,0,0,1,0
1950,0,1,0,0,1,40,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,62,46,60,50,60,62,51.63079,77,235,310,12,16,1,1,0,17.07692,16.11,45,1.711538,0,0,1,0,1,1,0,0,0
2168,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,61,60,59,62,65,62.26295,72,219,235,14,14,2,1,0,20.32692,18.84,50,7.711538,0,0,1,0,1,0,0,0,1
1659,0,1,0,0,1,38,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46,55,50,47,52,45,52.99389,67,180,230,12,12,6,1,0,15.67308,7.5,40,1.230769,0,0,1,0,1,0,0,1,0
2034,0,1,0,0,1,41,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52,54,54,56,58,48,55.9927,69,160,235,11,9,3,1,0,11.30769,20.13,40,0.9807692,1,0,1,0,1,0,1,0,0
2178,0,1,0,0,1,38,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,54,53,54,59,62,47,56.26532,75,202,250,12,16,3,1,0,11.92308,19.23,40,0.3269231,0,1,0,0,0,0,0,0,1
2545,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,54,61,52,59,50,54,60.082,68,160,175,8,8,0,0,0,22.17308,33.55,47,14.42308,0,0,1,0,0,0,1,0,0
741,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,46,50,46,41,61,51,47.5415,70,135,185,12,8,6,1,1,11.17308,8,40,1.288462,0,0,1,0,1,0,1,0,0
11937,0,1,1,0,0,41,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,34,42,38,35,51,29,39.36291,73,185,258,12,12,2,1,0,11.88461,16.99,43,7.942307,1,1,0,0,0,0,0,0,1
88,0,1,1,0,0,45,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,62,64,59,59,55,63,63.62605,72,156,185,12,12,1,1,,20.34615,12.5,40,2.826923,0,0,1,0,1,1,0,0,0
2842,0,1,0,0,1,45,14,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,52,58,61,59,53,46,60.89985,70,185,200,16,13,1,1,0,22.53846,23.63,55,4.192307,0,0,1,0,1,1,0,0,0
977,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,58,60,59,59,57,60.62724,75,180,210,11,12,3,1,0,20.07692,25,40,18.15385,0,0,1,0,1,0,1,0,0
4382,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,68,66,60,62,56,56,65.80701,67,145,180,12,12,2,1,0,8.288462,19.68,42,5.730769,0,0,1,0,1,0,1,0,0
5363,0,1,0,0,1,40,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,52,43,44,47,39,44,44.8153,73,160,185,11,12,3,1,0,21.76923,13.62,60,0.1538462,0,0,1,0,1,0,1,0,0
3857,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,58,66,57,59,58,45,64.17129,71,155,165,12,12,6,1,,16.82692,30.62,40,16.46154,0,0,1,0,1,0,1,0,0
464,0,1,0,0,1,42,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,62,59,55,62,62,64,60.62724,71,180,190,12,12,3,1,0,23.01923,24.03,52,9.5,0,0,1,0,1,1,0,0,0
5494,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,60,45,56,53,49,51,50.81293,73,168,203,12,6,2,0,0,21.25,13,57,0.9038461,0,0,1,0,0,0,0,0,1
3615,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,64,53,61,59,53,52,58.17366,67,145,174,13,12,4,1,0,21.96154,14,40,11.65385,0,0,1,0,1,0,1,0,0
5194,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,60,58,52,56,49,49,57.62842,70,145,215,12,12,4,0,0,18.80769,12,40,0.2307692,0,0,1,0,1,0,0,1,0
2950,0,1,0,0,1,38,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,62,50,59,56,52,47,55.17484,72,175,240,15,19,5,1,0,13.36539,18.75,40,2.903846,0,1,0,0,1,1,0,0,0
4443,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,46,39,52,44,28,47,43.99744,76,190,230,14,12,2,1,0,18.84615,8.77,30,0.25,1,0,1,0,1,0,0,1,0
87,0,1,1,0,0,39,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,38,38,22,32,25,41,32.00218,68,170,159,11,12,7,1,0,18.25,8.5,40,3.326923,0,0,1,0,1,1,0,0,0
5590,0,1,0,0,1,42,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,62,58,55,62,55,46,60.082,71,180,185,12,16,1,1,0,20.48077,18.26,40,1.826923,0,0,1,0,0,0,0,0,1
4575,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,36,50,50,46,43,43.4522,69,165,195,12,12,2,0,0,18.59615,27,60,1.096154,1,0,1,0,1,0,0,1,0
3460,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44,42,38,44,41,40,41.81648,71,140,172,12,12,2,1,0,14.82692,13,40,1.096154,1,0,1,0,0,0,0,0,1
793,0,1,0,0,1,44,16,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,62,57,60,50,62,59,57.62842,73,175,200,12,17,4,1,0,14.55769,2.5,32,0.4230769,0,0,1,0,1,0,1,0,0
1107,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,51,54,56,56,31,54.35698,71,195,210,12,16,0,1,0,23.26923,27.77,45,2,0,0,1,0,0,0,0,0,1
4313,0,1,1,0,0,38,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,34,38,35,35,41,43,36.36409,71,155,170,11,10,6,0,1,9.076923,7.5,40,0.7115384,0,0,1,0,1,0,0,0,1
4720,0,1,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,54,58,51,56,48,54,57.3558,71,170,200,12,9,5,1,0,23.17308,21,40,23.53846,1,0,1,0,0,0,1,0,0
5167,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,50,48,50,39,41,50.54031,70,170,195,11,8,3,0,0,23.17308,20.5,48,15.01923,0,0,1,0,1,0,0,1,0
2773,0,1,1,0,0,40,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,40,43,47,41,48,47,43.99744,72,200,270,11,5,0,0,0,18.57692,10.09,40,13.21154,0,1,0,0,1,0,0,0,1
3392,0,1,1,0,0,45,13,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,46,40,55,50,41,44,46.99625,68,190,195,14,12,4,1,0,16.42308,21.63,40,10.05769,0,0,1,0,1,0,1,0,0
5579,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,54,44,56,60,49,53.26651,72,245,280,10,12,3,0,0,22.28846,41.25,40,7.692307,0,0,1,0,1,0,0,0,1
3833,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,52,51,48,47,57,54,50.26769,72,175,205,12,12,2,0,0,17.55769,13.33,45,3.711539,0,0,1,0,1,0,1,0,0
4633,0,1,0,0,1,42,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,47,54,44,54,38,48.90459,71,170,195,12,12,3,1,0,21.19231,36,50,4.615385,1,0,1,0,1,0,0,1,0
3887,0,1,0,0,1,40,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,68,66,61,62,62,60,66.07963,75,205,280,14,17,2,1,0,10.86539,109.61,50,0.0384615,1,0,1,0,0,0,1,0,0
2233,0,1,0,0,1,37,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,50,39,51,56,60,45,46.99625,77,205,260,13,16,1,0,,14.92308,25.48,40,4.076923,0,0,1,0,0,0,0,0,1
725,0,1,0,0,1,38,20,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,68,65,59,59,62,57,64.17129,69,160,185,17,19,1,1,0,9.903846,33.41,40,14.03846,1,1,0,0,0,0,1,0,0
1393,0,1,0,0,1,43,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,56,53,59,56,54,56,56.81056,73,205,225,12,16,3,1,0,19.51923,18.26,40,3.192308,0,0,1,0,1,0,0,0,1
4504,0,1,0,0,1,40,12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,30,36,26,20,30,37,28.73074,66,155,160,12,16,4,1,1,6.538462,6,30,0.4615385,0,0,1,0,2,0,0,1,0
4794,0,1,0,0,1,38,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,46,58,48,50,49,45,54.90222,74,187,205,12,12,3,1,0,11.84615,19.23,40,4.365385,0,0,0,1,1,0,0,0,1
4106,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,0,1,-3,-3,-3,-3,-3,62,62,61,59,42,47,63.08081,69,155,160,16,17,1,1,0,15.5,20,40,1.230769,0,0,1,0,0,0,0,0,1
380,0,1,1,0,0,44,11,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,42,42,37,20,36,32,35.001,73,175,250,12,10,4,0,0,14.03846,6.66,45,2.365385,0,0,1,0,0,0,0,0,1
1569,0,1,0,0,1,40,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,68,55,60,56,41,37,58.17366,74,160,185,12,12,4,0,0,15.51923,23.17,40,9.980769,1,1,0,0,1,0,0,1,0
1396,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,43,51,44,46,43,45.90578,74,160,200,12,10,1,1,0,20.75,17.76,40,18.03846,0,0,1,0,1,0,0,0,1
2811,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,39,46,35,50,47,39.90815,73,230,260,10,12,3,1,0,17.92308,11,40,14.11539,1,0,1,0,0,0,0,0,1
1759,0,1,1,0,0,41,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,39,35,41,47,31,38.54505,66,131,160,12,11,1,1,1,17.36539,11,40,9.269231,1,0,1,0,1,0,0,1,0
3766,0,1,0,0,1,43,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66,59,61,53,62,56,59.80938,67,155,160,12,20,3,1,0,14.17308,39.66,48,13.34615,1,0,1,0,1,0,1,0,0
4858,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,58,56,56,62,55,58.7189,73,190,220,12,12,1,1,0,23.30769,33.47,40,21.13461,0,0,1,0,0,0,0,0,1
902,0,1,0,0,1,39,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,59,54,59,57,47,59.53675,74,205,240,13,16,1,1,0,16.09615,23.29,52,21.11539,0,1,0,0,0,0,1,0,0
2547,0,1,1,0,0,37,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,43,48,47,41,37,45.90578,69,160,175,12,8,3,0,0,15.36539,18.56,40,11.92308,1,0,1,0,0,0,1,0,0
549,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,46,54,44,52,50,48.35935,69,152,170,12,16,3,1,,22.15385,23.5,45,1.615385,1,0,1,0,1,0,1,0,0
2145,0,1,0,0,1,44,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,49,55,62,51,53,55.17484,69,140,150,12,12,2,0,0,20.76923,14.42,40,6.75,0,0,1,0,1,0,0,0,1
1957,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28,43,34,29,26,37,37.18195,75,164,170,12,12,3,0,0,22.42308,9.37,16,1.923077,0,0,1,0,1,1,0,0,0
12084,0,1,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58,53,57,56,46,50,56.26532,72,173,200,12,8,5,1,0,20.94231,11,40,9.711538,0,0,1,0,2,0,0,1,0
2665,0,1,0,1,0,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44,39,46,44,39,52,42.36172,66,187,280,8,2,2,1,1,16.65385,6.11,36,0.0769231,0,0,1,0,1,0,0,0,1
701,0,1,0,0,1,42,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42,31,43,41,30,39,36.36409,67,125,125,12,12,2,1,0,15.34615,6.5,38,1.134615,0,0,1,0,1,0,1,0,0
5420,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,56,62,56,59,62,50,61.71771,76,195,210,12,12,3,0,0,17.26923,33.21,55,15.96154,0,0,1,0,1,0,1,0,0
833,0,1,1,0,0,37,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,32,36,35,23,46,35,32.00218,70,145,205,12,12,8,1,,3.673077,12.5,40,2.769231,1,0,1,0,1,0,1,0,0
2999,0,1,0,0,1,43,13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,58,59,59,53,56,55,59.26414,66,140,165,8,8,3,1,0,21.48077,15.86,52,11.13461,0,0,1,0,1,1,0,0,0
1916,0,1,0,0,1,39,19,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,58,54,57,44,52,56,53.53913,72,150,175,16,16,2,1,0,12.40385,33.92,40,11.25,1,1,0,0,1,0,0,1,0
410,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,62,51,60,53,55,51,55.17484,71,195,240,12,12,5,0,0,19.46154,11.96,45,6.134615,0,0,1,0,0,0,0,0,1
5054,0,1,0,0,1,41,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,62,50,52,53,55,56,52.44865,75,240,265,12,12,2,1,1,13.67308,13.73,42,6.769231,0,1,0,0,0,1,0,0,0
12102,0,1,0,1,0,40,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48,57,50,56,46,54,56.53794,66,145,135,17,16,2,1,0,18.30769,38.46,40,17.92308,1,1,0,0,1,0,0,1,0
5211,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,38,41,35,30,39,37.99981,74,170,210,12,7,3,1,0,15.94231,15,40,7.076923,0,0,1,0,1,0,0,1,0
4010,0,1,0,0,1,37,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,58,55,54,53,62,35,55.72008,65,120,146,16,12,3,1,0,10.38461,18.31,40,4.826923,0,1,0,0,1,0,0,0,1
2024,0,1,0,0,1,42,15,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64,65,59,59,57,56,64.17129,71,190,220,17,20,1,1,0,17.84615,17.02,40,1.461538,1,0,1,0,1,0,1,0,0
39,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,47,46,47,52,31,47.5415,72,180,195,12,12,4,1,0,22.57692,28.84,50,17.55769,0,0,1,0,1,0,0,0,1
5461,0,1,0,0,1,37,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,34,34,28,26,23,27,29.82122,68,135,170,7,4,7,0,0,17.13461,18.66,58,4.576923,1,0,1,0,0,0,0,0,1
644,0,1,0,0,1,44,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64,58,61,59,53,48,60.89985,72,175,184,12,14,2,1,0,14.15385,54.48,60,4.538462,1,0,1,0,1,0,0,1,0
1992,0,1,0,0,1,38,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,42,39,37,44,42,48,39.90815,68,155,185,12,3,4,1,0,14.21154,18,40,2.942308,0,0,1,0,1,0,1,0,0
11976,0,1,0,1,0,39,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,32,42,26,38,30,48,36.90933,72,185,282,5,14,6,1,1,21.01923,12.4,35,5.038462,0,1,0,0,1,1,0,0,0
4831,0,1,0,0,1,37,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,54,61,59,62,44,45,62.80819,70,140,150,13,16,4,0,0,13.28846,23.07,40,1.115385,0,1,0,0,1,0,1,0,0
