Date,Adj Close
19/10/1953,24.16
20/10/1953,24.17
21/10/1953,24.19
22/10/1953,24.3
23/10/1953,24.35
26/10/1953,24.31
27/10/1953,24.26
28/10/1953,24.29
29/10/1953,24.58
30/10/1953,24.54
02/11/1953,24.66
04/11/1953,24.51
05/11/1953,24.64
06/11/1953,24.61
09/11/1953,24.66
10/11/1953,24.37
12/11/1953,24.46
13/11/1953,24.54
16/11/1953,24.38
17/11/1953,24.25
18/11/1953,24.29
19/11/1953,24.4
20/11/1953,24.44
23/11/1953,24.36
24/11/1953,24.5
25/11/1953,24.52
27/11/1953,24.66
30/11/1953,24.76
01/12/1953,24.78
02/12/1953,24.95
03/12/1953,24.97
04/12/1953,24.98
07/12/1953,24.95
08/12/1953,24.87
09/12/1953,24.84
10/12/1953,24.78
11/12/1953,24.76
14/12/1953,24.69
15/12/1953,24.71
16/12/1953,24.96
17/12/1953,24.94
18/12/1953,24.99
21/12/1953,24.95
22/12/1953,24.76
23/12/1953,24.69
24/12/1953,24.8
28/12/1953,24.71
29/12/1953,24.55
30/12/1953,24.76
31/12/1953,24.81
04/01/1954,24.95
05/01/1954,25.1
06/01/1954,25.14
07/01/1954,25.06
08/01/1954,24.93
11/01/1954,24.8
12/01/1954,24.93
13/01/1954,25.07
14/01/1954,25.19
15/01/1954,25.43
18/01/1954,25.43
19/01/1954,25.68
20/01/1954,25.75
21/01/1954,25.79
22/01/1954,25.85
25/01/1954,25.93
26/01/1954,26.09
27/01/1954,26.01
28/01/1954,26.02
29/01/1954,26.08
01/02/1954,25.99
02/02/1954,25.92
03/02/1954,26.01
04/02/1954,26.2
05/02/1954,26.3
08/02/1954,26.23
09/02/1954,26.17
10/02/1954,26.14
11/02/1954,26.06
12/02/1954,26.12
15/02/1954,26.04
16/02/1954,25.81
17/02/1954,25.86
18/02/1954,25.86
19/02/1954,25.92
23/02/1954,25.83
24/02/1954,25.83
25/02/1954,25.91
26/02/1954,26.15
01/03/1954,26.25
02/03/1954,26.32
03/03/1954,26.32
04/03/1954,26.41
05/03/1954,26.52
08/03/1954,26.45
09/03/1954,26.51
10/03/1954,26.57
11/03/1954,26.69
12/03/1954,26.69
15/03/1954,26.57
16/03/1954,26.56
17/03/1954,26.62
18/03/1954,26.73
19/03/1954,26.81
22/03/1954,26.79
23/03/1954,26.6
24/03/1954,26.47
25/03/1954,26.42
26/03/1954,26.56
29/03/1954,26.66
30/03/1954,26.69
31/03/1954,26.94
01/04/1954,27.17
02/04/1954,27.21
05/04/1954,27.26
06/04/1954,27.01
07/04/1954,27.11
08/04/1954,27.38
09/04/1954,27.38
12/04/1954,27.57
13/04/1954,27.64
14/04/1954,27.85
15/04/1954,27.94
19/04/1954,27.76
20/04/1954,27.75
21/04/1954,27.64
22/04/1954,27.68
23/04/1954,27.78
26/04/1954,27.88
27/04/1954,27.71
28/04/1954,27.76
29/04/1954,28.18
30/04/1954,28.26
03/05/1954,28.21
04/05/1954,28.28
05/05/1954,28.29
06/05/1954,28.51
07/05/1954,28.65
10/05/1954,28.62
11/05/1954,28.49
12/05/1954,28.72
13/05/1954,28.56
14/05/1954,28.8
17/05/1954,28.84
18/05/1954,28.85
19/05/1954,28.72
20/05/1954,28.82
21/05/1954,28.99
24/05/1954,29
25/05/1954,28.93
26/05/1954,29.17
27/05/1954,29.05
28/05/1954,29.19
01/06/1954,29.19
02/06/1954,29.16
03/06/1954,29.15
04/06/1954,29.1
07/06/1954,28.99
08/06/1954,28.34
09/06/1954,28.15
10/06/1954,28.34
11/06/1954,28.58
14/06/1954,28.62
15/06/1954,28.83
16/06/1954,29.04
17/06/1954,28.96
18/06/1954,29.04
21/06/1954,29.06
22/06/1954,29.08
23/06/1954,29.13
24/06/1954,29.26
25/06/1954,29.2
28/06/1954,29.28
29/06/1954,29.43
30/06/1954,29.21
01/07/1954,29.21
02/07/1954,29.59
06/07/1954,29.92
07/07/1954,29.94
08/07/1954,29.94
09/07/1954,30.14
12/07/1954,30.12
13/07/1954,30.02
14/07/1954,30.09
15/07/1954,30.19
16/07/1954,30.06
19/07/1954,29.98
20/07/1954,29.84
21/07/1954,30.03
22/07/1954,30.27
23/07/1954,30.31
26/07/1954,30.34
27/07/1954,30.52
28/07/1954,30.58
29/07/1954,30.69
30/07/1954,30.88
02/08/1954,30.99
03/08/1954,30.93
04/08/1954,30.9
05/08/1954,30.77
06/08/1954,30.38
09/08/1954,30.12
10/08/1954,30.37
11/08/1954,30.72
12/08/1954,30.59
13/08/1954,30.72
16/08/1954,31.05
17/08/1954,31.12
18/08/1954,31.09
19/08/1954,31.16
20/08/1954,31.21
23/08/1954,31
24/08/1954,30.87
25/08/1954,30.65
26/08/1954,30.57
27/08/1954,30.66
30/08/1954,30.35
31/08/1954,29.83
01/09/1954,30.04
02/09/1954,30.27
03/09/1954,30.5
07/09/1954,30.66
08/09/1954,30.68
09/09/1954,30.73
10/09/1954,30.84
13/09/1954,31.12
14/09/1954,31.28
15/09/1954,31.29
16/09/1954,31.46
17/09/1954,31.71
20/09/1954,31.57
21/09/1954,31.79
22/09/1954,32
23/09/1954,32.18
24/09/1954,32.4
27/09/1954,32.53
28/09/1954,32.69
29/09/1954,32.5
30/09/1954,32.31
01/10/1954,32.29
04/10/1954,32.47
05/10/1954,32.63
06/10/1954,32.76
07/10/1954,32.69
08/10/1954,32.67
11/10/1954,32.41
12/10/1954,32.28
13/10/1954,32.27
14/10/1954,31.88
15/10/1954,31.71
18/10/1954,31.83
19/10/1954,31.91
20/10/1954,32.17
21/10/1954,32.13
22/10/1954,32.13
25/10/1954,31.96
26/10/1954,31.94
27/10/1954,32.02
28/10/1954,31.88
29/10/1954,31.68
01/11/1954,31.79
03/11/1954,32.44
04/11/1954,32.82
05/11/1954,32.71
08/11/1954,33.02
09/11/1954,33.15
10/11/1954,33.18
11/11/1954,33.47
12/11/1954,33.54
15/11/1954,33.47
16/11/1954,33.57
17/11/1954,33.63
18/11/1954,33.44
19/11/1954,33.45
22/11/1954,33.58
23/11/1954,34.03
24/11/1954,34.22
26/11/1954,34.55
29/11/1954,34.54
30/11/1954,34.24
01/12/1954,33.99
02/12/1954,34.18
03/12/1954,34.49
06/12/1954,34.76
07/12/1954,34.92
08/12/1954,34.86
09/12/1954,34.69
10/12/1954,34.56
13/12/1954,34.59
14/12/1954,34.35
15/12/1954,34.56
16/12/1954,34.93
17/12/1954,35.92
20/12/1954,35.33
21/12/1954,35.38
22/12/1954,35.34
23/12/1954,35.37
27/12/1954,35.07
28/12/1954,35.43
29/12/1954,35.74
30/12/1954,35.74
31/12/1954,35.98
03/01/1955,36.75
04/01/1955,36.42
05/01/1955,35.52
06/01/1955,35.04
07/01/1955,35.33
10/01/1955,35.79
11/01/1955,35.68
12/01/1955,35.58
13/01/1955,35.43
14/01/1955,35.28
17/01/1955,34.58
18/01/1955,34.8
19/01/1955,34.96
20/01/1955,35.13
21/01/1955,35.44
24/01/1955,35.52
25/01/1955,35.51
26/01/1955,35.95
27/01/1955,35.99
28/01/1955,36.19
31/01/1955,36.63
01/02/1955,36.72
